ID,Description,Entry_ID,Description_Language_ID,CHD_Candidate_ID,CHD_Authority_Status,CHD_Human_Verified
ORT1888-art-001673-s1,Busca escobeta.,ORT1888-art-001673,crn,ORT1888-cand-001673,machine_derived,false
ORT1888-art-001674-s1,Caye. Neti.,ORT1888-art-001674,crn,ORT1888-cand-001674,machine_derived,false
ORT1888-art-001675-s1,Busca desplumar,ORT1888-art-001675,crn,ORT1888-cand-001675,machine_derived,false
ORT1888-art-001676-s1,Mua. Neti.,ORT1888-art-001676,crn,ORT1888-cand-001676,machine_derived,false
ORT1888-art-001677-s1,Apiri é. Netipmé.,ORT1888-art-001677,crn,ORT1888-cand-001677,machine_derived,false
ORT1888-art-001678-s1,Nauérit.,ORT1888-art-001678,crn,ORT1888-cand-001678,machine_derived,false
ORT1888-art-001679-s1,Navit.,ORT1888-art-001679,crn,ORT1888-cand-001679,machine_derived,false
ORT1888-art-001680-s1,^Xetzina. Neti.,ORT1888-art-001680,crn,ORT1888-cand-001680,machine_derived,false
ORT1888-art-001681-s1,Xetzineat.,ORT1888-art-001681,crn,ORT1888-cand-001681,machine_derived,false
ORT1888-art-001682-s1,sKepoáti,ORT1888-art-001682,crn,ORT1888-cand-001682,machine_derived,false
ORT1888-art-001683-s1,Cayemihua.,ORT1888-art-001683,crn,ORT1888-cand-001683,machine_derived,false
ORT1888-art-001684-s1,Teúra.,ORT1888-art-001684,crn,ORT1888-cand-001684,machine_derived,false
ORT1888-art-001685-s1,Poayhzit.,ORT1888-art-001685,crn,ORT1888-cand-001685,machine_derived,false
ORT1888-art-001686-s1,Xeupoáhite.Netimpoaihte.,ORT1888-art-001686,crn,ORT1888-cand-001686,machine_derived,false
ORT1888-art-001687-s1,Mu veri t.,ORT1888-art-001687,crn,ORT1888-cand-001687,machine_derived,false
ORT1888-art-001688-s1,Moaihti.,ORT1888-art-001688,crn,ORT1888-cand-001688,machine_derived,false
ORT1888-art-001689-s1,",Múatze. Neti.",ORT1888-art-001689,crn,ORT1888-cand-001689,machine_derived,false
ORT1888-art-001690-s1,Muatziat.,ORT1888-art-001690,crn,ORT1888-cand-001690,machine_derived,false
ORT1888-art-001691-s1,Aitn.,ORT1888-art-001691,crn,ORT1888-cand-001691,machine_derived,false
ORT1888-art-001692-s1,"Atziti,",ORT1888-art-001692,crn,ORT1888-cand-001692,machine_derived,false
ORT1888-art-001693-s1,sPitzica.,ORT1888-art-001693,crn,ORT1888-cand-001693,machine_derived,false
ORT1888-art-001694-s1,NAübet. Ne.,ORT1888-art-001694,crn,ORT1888-cand-001694,machine_derived,false
ORT1888-art-001695-s1,Vniat.,ORT1888-art-001695,crn,ORT1888-cand-001695,machine_derived,false
ORT1888-art-001696-s1,AtaaMiiire. Neti.,ORT1888-art-001696,crn,ORT1888-cand-001696,machine_derived,false
ORT1888-art-001697-s1,Busca perdonar la injuria.,ORT1888-art-001697,crn,ORT1888-cand-001697,machine_derived,false
ORT1888-art-001698-s1,Capuanac. etzéni.,ORT1888-art-001698,crn,ORT1888-cand-001698,machine_derived,false
ORT1888-art-001699-s1,Vnav ¡a t.,ORT1888-art-001699,crn,ORT1888-cand-001699,machine_derived,false
ORT1888-art-001700-s1,' Vnavizt. pl. tzi.,ORT1888-art-001700,crn,ORT1888-cand-001700,machine_derived,false
ORT1888-art-001701-s1,Vnavé. Neti.,ORT1888-art-001701,crn,ORT1888-cand-001701,machine_derived,false
ORT1888-art-001702-s1,Auchehuátehbe.,ORT1888-art-001702,crn,ORT1888-cand-001702,machine_derived,false
ORT1888-art-001703-s1,Celiámoe. Neti.,ORT1888-art-001703,crn,ORT1888-cand-001703,machine_derived,false
ORT1888-art-001704-s1,Cehaiiat.,ORT1888-art-001704,crn,ORT1888-cand-001704,machine_derived,false
ORT1888-art-001705-s1,vTzewk. pl. Tzittkaurí,ORT1888-art-001705,crn,ORT1888-cand-001705,machine_derived,false
ORT1888-art-001706-s1,Tevifc. pl. Teaiteri.,ORT1888-art-001706,crn,ORT1888-cand-001706,machine_derived,false
ORT1888-art-001707-s1,Atzáne. Netin.,ORT1888-art-001707,crn,ORT1888-cand-001707,machine_derived,false
ORT1888-art-001708-s1,Tohé. Neti.,ORT1888-art-001708,crn,ORT1888-cand-001708,machine_derived,false
ORT1888-art-001709-s1,Tiheti.,ORT1888-art-001709,crn,ORT1888-cand-001709,machine_derived,false
ORT1888-art-001710-s1,Xamuchreat.,ORT1888-art-001710,crn,ORT1888-cand-001710,machine_derived,false
ORT1888-art-001711-s1,Pezuvi. Neti.,ORT1888-art-001711,crn,ORT1888-cand-001711,machine_derived,false
ORT1888-art-001712-s1,Hucat. pl. Hucaitéri.,ORT1888-art-001712,crn,ORT1888-cand-001712,machine_derived,false
ORT1888-art-001713-s1,Busca anzuelo.,ORT1888-art-001713,crn,ORT1888-cand-001713,machine_derived,false
ORT1888-art-001714-s1,Keupihti.,ORT1888-art-001714,crn,ORT1888-cand-001714,machine_derived,false
ORT1888-art-001715-s1,Ceákerit.,ORT1888-art-001715,crn,ORT1888-cand-001715,machine_derived,false
ORT1888-art-001716-s1,sBusca menear los párpados.,ORT1888-art-001716,crn,ORT1888-cand-001716,machine_derived,false
ORT1888-art-001717-s1,Teticui.,ORT1888-art-001717,crn,ORT1888-cand-001717,machine_derived,false
ORT1888-art-001718-s1,Tzetziat,ORT1888-art-001718,crn,ORT1888-cand-001718,machine_derived,false
ORT1888-art-001719-s1,Che. Mete,ORT1888-art-001719,crn,ORT1888-cand-001719,machine_derived,false
ORT1888-art-001720-s1,Cheitziat,ORT1888-art-001720,crn,ORT1888-cand-001720,machine_derived,false
ORT1888-art-001721-s1,-Béhehi. Neti.,ORT1888-art-001721,crn,ORT1888-cand-001721,machine_derived,false
ORT1888-art-001722-s1,Yxeti.,ORT1888-art-001722,crn,ORT1888-cand-001722,machine_derived,false
ORT1888-art-001723-s1,Chapoariti.,ORT1888-art-001723,crn,ORT1888-cand-001723,machine_derived,false
ORT1888-art-001724-s1,Teten. Teteti.,ORT1888-art-001724,crn,ORT1888-cand-001724,machine_derived,false
ORT1888-art-001725-s1,Muatáti,ORT1888-art-001725,crn,ORT1888-cand-001725,machine_derived,false
ORT1888-art-001726-s1,Busca pellejo.,ORT1888-art-001726,crn,ORT1888-cand-001726,machine_derived,false
ORT1888-art-001727-s1,Ocótn. Ocóti.,ORT1888-art-001727,crn,ORT1888-cand-001727,machine_derived,false
ORT1888-art-001728-s1,Ocótzáta.,ORT1888-art-001728,crn,ORT1888-cand-001728,machine_derived,false
ORT1888-art-001729-s1,.Xúxa. Neti.,ORT1888-art-001729,crn,ORT1888-cand-001729,machine_derived,false
ORT1888-art-001730-s1,Tiyúxame. pl. tzi.,ORT1888-art-001730,crn,ORT1888-cand-001730,machine_derived,false
ORT1888-art-001731-s1,Yuxare.,ORT1888-art-001731,crn,ORT1888-cand-001731,machine_derived,false
ORT1888-art-001732-s1,Yúzeat.,ORT1888-art-001732,crn,ORT1888-cand-001732,machine_derived,false
ORT1888-art-001733-s1,Moatzahtí.,ORT1888-art-001733,crn,ORT1888-cand-001733,machine_derived,false
ORT1888-art-001734-s1,"Atete, pl. Atétzi",ORT1888-art-001734,crn,ORT1888-cand-001734,machine_derived,false
ORT1888-art-001735-s1,Tzina. Neti.,ORT1888-art-001735,crn,ORT1888-cand-001735,machine_derived,false
ORT1888-art-001736-s1,Bétze. Nete.,ORT1888-art-001736,crn,ORT1888-cand-001736,machine_derived,false
ORT1888-art-001737-s1,Acuait.,ORT1888-art-001737,crn,ORT1888-cand-001737,machine_derived,false
ORT1888-art-001738-s1,Vhuatehuaca N.,ORT1888-art-001738,crn,ORT1888-cand-001738,machine_derived,false
ORT1888-art-001739-s1,Yéaru. pl. tzi.,ORT1888-art-001739,crn,ORT1888-cand-001739,machine_derived,false
ORT1888-art-001740-s1,Moara.,ORT1888-art-001740,crn,ORT1888-cand-001740,machine_derived,false
ORT1888-art-001741-s1,Bike. Ne.,ORT1888-art-001741,crn,ORT1888-cand-001741,machine_derived,false
ORT1888-art-001742-s1,Muáxe Ne.,ORT1888-art-001742,crn,ORT1888-cand-001742,machine_derived,false
ORT1888-art-001743-s1,Busca pié,ORT1888-art-001743,crn,ORT1888-cand-001743,machine_derived,false
ORT1888-art-001744-s1,Hixte. Neti.,ORT1888-art-001744,crn,ORT1888-cand-001744,machine_derived,false
ORT1888-art-001745-s1,Busca parlar.,ORT1888-art-001745,crn,ORT1888-cand-001745,machine_derived,false
ORT1888-art-001746-s1,Xahtzit.,ORT1888-art-001746,crn,ORT1888-cand-001746,machine_derived,false
ORT1888-art-001747-s1,Xánarit.,ORT1888-art-001747,crn,ORT1888-cand-001747,machine_derived,false
ORT1888-art-001748-s1,Busca gozo.,ORT1888-art-001748,crn,ORT1888-cand-001748,machine_derived,false
ORT1888-art-001749-s1,Ateihteri. Ne.,ORT1888-art-001749,crn,ORT1888-cand-001749,machine_derived,false
ORT1888-art-001750-s1,Busca fruncir.,ORT1888-art-001750,crn,ORT1888-cand-001750,machine_derived,false
ORT1888-art-001751-s1,Maucúbua.,ORT1888-art-001751,crn,ORT1888-cand-001751,machine_derived,false
ORT1888-art-001752-s1,Atratz.,ORT1888-art-001752,crn,ORT1888-cand-001752,machine_derived,false
ORT1888-art-001753-s1,Busca penacho.,ORT1888-art-001753,crn,ORT1888-cand-001753,machine_derived,false
ORT1888-art-001754-s1,Nempúeheké. nenuehke.,ORT1888-art-001754,crn,ORT1888-cand-001754,machine_derived,false
ORT1888-art-001755-s1,Atzú.,ORT1888-art-001755,crn,ORT1888-cand-001755,machine_derived,false
ORT1888-art-001756-s1,"Busca, no ha mucho.",ORT1888-art-001756,crn,ORT1888-cand-001756,machine_derived,false
ORT1888-art-001757-s1,Atzüpoamáxu,ORT1888-art-001757,crn,ORT1888-cand-001757,machine_derived,false
ORT1888-art-001758-s1,> Xah ten.,ORT1888-art-001758,crn,ORT1888-cand-001758,machine_derived,false
ORT1888-art-001759-s1,Behche. Neti.,ORT1888-art-001759,crn,ORT1888-cand-001759,machine_derived,false
ORT1888-art-001760-s1,Huata^/riat.,ORT1888-art-001760,crn,ORT1888-cand-001760,machine_derived,false
ORT1888-art-001761-s1,Huatap/hbe. Hatacihbe,ORT1888-art-001761,crn,ORT1888-cand-001761,machine_derived,false
ORT1888-art-001762-s1,Busca materia.,ORT1888-art-001762,crn,ORT1888-cand-001762,machine_derived,false
ORT1888-art-001763-s1,Petné. Ne.,ORT1888-art-001763,crn,ORT1888-cand-001763,machine_derived,false
ORT1888-art-001764-s1,Tipenitéhahuame. pl. tzi.,ORT1888-art-001764,crn,ORT1888-cand-001764,machine_derived,false
ORT1888-art-001765-s1,Chuehti,ORT1888-art-001765,crn,ORT1888-cand-001765,machine_derived,false
ORT1888-art-001766-s1,Busca gallina.,ORT1888-art-001766,crn,ORT1888-cand-001766,machine_derived,false
ORT1888-art-001767-s1,^ Ye púa-. Yenüa.,ORT1888-art-001767,crn,ORT1888-cand-001767,machine_derived,false
ORT1888-art-001768-s1,Nuí. Neti.,ORT1888-art-001768,crn,ORT1888-cand-001768,machine_derived,false
ORT1888-art-001769-s1,Yepuateáte. yenateate.,ORT1888-art-001769,crn,ORT1888-cand-001769,machine_derived,false
ORT1888-art-001770-s1,Keme.,ORT1888-art-001770,crn,ORT1888-cand-001770,machine_derived,false
ORT1888-art-001771-s1,-Ne.,ORT1888-art-001771,crn,ORT1888-cand-001771,machine_derived,false
ORT1888-art-001772-s1,>Aeineitta?,ORT1888-art-001772,crn,ORT1888-cand-001772,machine_derived,false
ORT1888-art-001773-s1,Aeineitta?,ORT1888-art-001773,crn,ORT1888-cand-001773,machine_derived,false
ORT1888-art-001774-s1,Cheaé. Neti.,ORT1888-art-001774,crn,ORT1888-cand-001774,machine_derived,false
ORT1888-art-001775-s1,Tetécüne.,ORT1888-art-001775,crn,ORT1888-cand-001775,machine_derived,false
ORT1888-art-001776-s1,Muaté. Neti,ORT1888-art-001776,crn,ORT1888-cand-001776,machine_derived,false
ORT1888-art-001777-s1,Timuateahuame. pl. tzi.,ORT1888-art-001777,crn,ORT1888-cand-001777,machine_derived,false
ORT1888-art-001778-s1,Muatihat.,ORT1888-art-001778,crn,ORT1888-cand-001778,machine_derived,false
ORT1888-art-001779-s1,Hihhua. Neti.,ORT1888-art-001779,crn,ORT1888-cand-001779,machine_derived,false
ORT1888-art-001780-s1,Huavirit.,ORT1888-art-001780,crn,ORT1888-cand-001780,machine_derived,false
ORT1888-art-001781-s1,Tacare. Nete.,ORT1888-art-001781,crn,ORT1888-cand-001781,machine_derived,false
ORT1888-art-001782-s1,Ahtanezim.,ORT1888-art-001782,crn,ORT1888-cand-001782,machine_derived,false
ORT1888-art-001783-s1,"Hutza, Ne.",ORT1888-art-001783,crn,ORT1888-cand-001783,machine_derived,false
ORT1888-art-001784-s1,Nehte. Neteu,ORT1888-art-001784,crn,ORT1888-cand-001784,machine_derived,false
ORT1888-art-001785-s1,Üiyétat.,ORT1888-art-001785,crn,ORT1888-cand-001785,machine_derived,false
ORT1888-art-001786-s1,Busca negro.,ORT1888-art-001786,crn,ORT1888-cand-001786,machine_derived,false
ORT1888-art-001787-s1,Ahcuata.,ORT1888-art-001787,crn,ORT1888-cand-001787,machine_derived,false
ORT1888-art-001788-s1,Ti hu tz i,ORT1888-art-001788,crn,ORT1888-cand-001788,machine_derived,false
ORT1888-art-001789-s1,"Tihát/i,",ORT1888-art-001789,crn,ORT1888-cand-001789,machine_derived,false
ORT1888-art-001790-s1,Yxate. Neteu.,ORT1888-art-001790,crn,ORT1888-cand-001790,machine_derived,false
ORT1888-art-001791-s1,Purhuaohé,ORT1888-art-001791,crn,ORT1888-cand-001791,machine_derived,false
ORT1888-art-001792-s1,Muat/é. Neti.,ORT1888-art-001792,crn,ORT1888-cand-001792,machine_derived,false
ORT1888-art-001793-s1,Haxeite.,ORT1888-art-001793,crn,ORT1888-cand-001793,machine_derived,false
ORT1888-art-001794-s1,Tühuá. pl. Tühuamoa.,ORT1888-art-001794,crn,ORT1888-cand-001794,machine_derived,false
ORT1888-art-001795-s1,Moarérihua.,ORT1888-art-001795,crn,ORT1888-cand-001795,machine_derived,false
ORT1888-art-001796-s1,M^/oceihre.,ORT1888-art-001796,crn,ORT1888-cand-001796,machine_derived,false
ORT1888-art-001797-s1,Tean tahét.,ORT1888-art-001797,crn,ORT1888-cand-001797,machine_derived,false
ORT1888-art-001798-s1,Tuíno,ORT1888-art-001798,crn,ORT1888-cand-001798,machine_derived,false
ORT1888-art-001799-s1,Teapuit. pl. t/i.,ORT1888-art-001799,crn,ORT1888-cand-001799,machine_derived,false
ORT1888-art-001800-s1,Chauhrit.,ORT1888-art-001800,crn,ORT1888-cand-001800,machine_derived,false
ORT1888-art-001801-s1,Tzet. Neteu.,ORT1888-art-001801,crn,ORT1888-cand-001801,machine_derived,false
ORT1888-art-001802-s1,Antipitní,ORT1888-art-001802,crn,ORT1888-cand-001802,machine_derived,false
ORT1888-art-001803-s1,Antipitnihwe. Neu.,ORT1888-art-001803,crn,ORT1888-cand-001803,machine_derived,false
ORT1888-art-001804-s1,Apuxuachye,ORT1888-art-001804,crn,ORT1888-cand-001804,machine_derived,false
ORT1888-art-001805-s1,Titane?,ORT1888-art-001805,crn,ORT1888-cand-001805,machine_derived,false
ORT1888-art-001806-s1,Tapoa. Neteu.,ORT1888-art-001806,crn,ORT1888-cand-001806,machine_derived,false
ORT1888-art-001807-s1,Busca ofender,ORT1888-art-001807,crn,ORT1888-cand-001807,machine_derived,false
ORT1888-art-001808-s1,. Antinácheca.,ORT1888-art-001808,crn,ORT1888-cand-001808,machine_derived,false
ORT1888-art-001809-s1,Huateáhtua. Neteahtua.,ORT1888-art-001809,crn,ORT1888-cand-001809,machine_derived,false
ORT1888-art-001810-s1,NB visca sobrar.,ORT1888-art-001810,crn,ORT1888-cand-001810,machine_derived,false
ORT1888-art-001811-s1,Taiya. Neti.,ORT1888-art-001811,crn,ORT1888-cand-001811,machine_derived,false
ORT1888-art-001812-s1,Tairiat.,ORT1888-art-001812,crn,ORT1888-cand-001812,machine_derived,false
ORT1888-art-001813-s1,Huataixe. Natáixe.,ORT1888-art-001813,crn,ORT1888-cand-001813,machine_derived,false
ORT1888-art-001814-s1,Xébe. Neti.,ORT1888-art-001814,crn,ORT1888-cand-001814,machine_derived,false
ORT1888-art-001815-s1,Teutaxáhtaca. Ne.,ORT1888-art-001815,crn,ORT1888-cand-001815,machine_derived,false
ORT1888-art-001816-s1,Tiaxahtziri-,ORT1888-art-001816,crn,ORT1888-cand-001816,machine_derived,false
ORT1888-art-001817-s1,Hico.,ORT1888-art-001817,crn,ORT1888-cand-001817,machine_derived,false
ORT1888-art-001818-s1,Atena?,ORT1888-art-001818,crn,ORT1888-cand-001818,machine_derived,false
ORT1888-art-001819-s1,Atenapepéne?,ORT1888-art-001819,crn,ORT1888-cand-001819,machine_derived,false
ORT1888-art-001820-s1,Atenecepéne?,ORT1888-art-001820,crn,ORT1888-cand-001820,machine_derived,false
ORT1888-art-001821-s1,Atanepuéne?,ORT1888-art-001821,crn,ORT1888-cand-001821,machine_derived,false
ORT1888-art-001822-s1,Atanemepene?,ORT1888-art-001822,crn,ORT1888-cand-001822,machine_derived,false
ORT1888-art-001823-s1,Tea. Neti.,ORT1888-art-001823,crn,ORT1888-cand-001823,machine_derived,false
ORT1888-art-001824-s1,Anahairi. Nete.,ORT1888-art-001824,crn,ORT1888-cand-001824,machine_derived,false
ORT1888-art-001825-s1,Aytfí?hrit.,ORT1888-art-001825,crn,ORT1888-cand-001825,machine_derived,false
ORT1888-art-001826-s1,Ket> apoati.,ORT1888-art-001826,crn,ORT1888-cand-001826,machine_derived,false
ORT1888-art-001827-s1,Ketzapóati.,ORT1888-art-001827,crn,ORT1888-cand-001827,machine_derived,false
ORT1888-art-001828-s1,Cazizá. Neti.,ORT1888-art-001828,crn,ORT1888-cand-001828,machine_derived,false
ORT1888-art-001829-s1,Yhte. Neti.,ORT1888-art-001829,crn,ORT1888-cand-001829,machine_derived,false
ORT1888-art-001830-s1,Nanat.,ORT1888-art-001830,crn,ORT1888-cand-001830,machine_derived,false
ORT1888-art-001831-s1,^Aziztara. Ne.,ORT1888-art-001831,crn,ORT1888-cand-001831,machine_derived,false
ORT1888-art-001832-s1,Emuapéte.,ORT1888-art-001832,crn,ORT1888-cand-001832,machine_derived,false
ORT1888-art-001833-s1,Piznári.,ORT1888-art-001833,crn,ORT1888-cand-001833,machine_derived,false
ORT1888-art-001834-s1,Capuuhmuahche.,ORT1888-art-001834,crn,ORT1888-cand-001834,machine_derived,false
ORT1888-art-001835-s1,Antanenéca.,ORT1888-art-001835,crn,ORT1888-cand-001835,machine_derived,false
ORT1888-art-001836-s1,"Xeucuat, pl. tzi.",ORT1888-art-001836,crn,ORT1888-cand-001836,machine_derived,false
ORT1888-art-001837-s1,Busca raer.,ORT1888-art-001837,crn,ORT1888-cand-001837,machine_derived,false
ORT1888-art-001838-s1,Cíirácache. Neteu.,ORT1888-art-001838,crn,ORT1888-cand-001838,machine_derived,false
ORT1888-art-001839-s1,Abénelui.,ORT1888-art-001839,crn,ORT1888-cand-001839,machine_derived,false
ORT1888-art-001840-s1,Cúina. Neti.,ORT1888-art-001840,crn,ORT1888-cand-001840,machine_derived,false
ORT1888-art-001841-s1,"^Tza, Neteu.",ORT1888-art-001841,crn,ORT1888-cand-001841,machine_derived,false
ORT1888-art-001842-s1,Acuracuina. Nete.,ORT1888-art-001842,crn,ORT1888-cand-001842,machine_derived,false
ORT1888-art-001843-s1,Atv/hehui. Neti.,ORT1888-art-001843,crn,ORT1888-cand-001843,machine_derived,false
ORT1888-art-001844-s1,Yaliué. Ni.,ORT1888-art-001844,crn,ORT1888-cand-001844,machine_derived,false
ORT1888-art-001845-s1,Naicat. pl. tzi,ORT1888-art-001845,crn,ORT1888-cand-001845,machine_derived,false
ORT1888-art-001846-s1,Teácuai. pl tzi.,ORT1888-art-001846,crn,ORT1888-cand-001846,machine_derived,false
ORT1888-art-001847-s1,Vyaniúca. pl. tzi.,ORT1888-art-001847,crn,ORT1888-cand-001847,machine_derived,false
ORT1888-art-001848-s1,Cirh. pl Cirútze.,ORT1888-art-001848,crn,ORT1888-cand-001848,machine_derived,false
ORT1888-art-001849-s1,Huanahuáire. Nete.,ORT1888-art-001849,crn,ORT1888-cand-001849,machine_derived,false
ORT1888-art-001850-s1,Huanahuáireat.,ORT1888-art-001850,crn,ORT1888-cand-001850,machine_derived,false
ORT1888-art-001851-s1,Autatzá. N.,ORT1888-art-001851,crn,ORT1888-cand-001851,machine_derived,false
ORT1888-art-001852-s1,Huataxota.,ORT1888-art-001852,crn,ORT1888-cand-001852,machine_derived,false
ORT1888-art-001853-s1,IZeux. Ne.,ORT1888-art-001853,crn,ORT1888-cand-001853,machine_derived,false
ORT1888-art-001854-s1,Vhiré. Ncniré.,ORT1888-art-001854,crn,ORT1888-cand-001854,machine_derived,false
ORT1888-art-001855-s1,Busca mesclar.,ORT1888-art-001855,crn,ORT1888-cand-001855,machine_derived,false
ORT1888-art-001856-s1,■Ceflíiehre. Neti.,ORT1888-art-001856,crn,ORT1888-cand-001856,machine_derived,false
ORT1888-art-001857-s1,Y raima.,ORT1888-art-001857,crn,ORT1888-cand-001857,machine_derived,false
ORT1888-art-001858-s1,■ Anteukénie. Nantiukeme.,ORT1888-art-001858,crn,ORT1888-cand-001858,machine_derived,false
ORT1888-art-001859-s1,Thuáritacáine. Nehuáritancáme,ORT1888-art-001859,crn,ORT1888-cand-001859,machine_derived,false
ORT1888-art-001860-s1,Atatu.,ORT1888-art-001860,crn,ORT1888-cand-001860,machine_derived,false
ORT1888-art-001861-s1,Anáha. Nete.,ORT1888-art-001861,crn,ORT1888-cand-001861,machine_derived,false
ORT1888-art-001862-s1,Teanahanárae. pl. tzi.,ORT1888-art-001862,crn,ORT1888-cand-001862,machine_derived,false
ORT1888-art-001863-s1,Cikeuva. Neti.,ORT1888-art-001863,crn,ORT1888-cand-001863,machine_derived,false
ORT1888-art-001864-s1,Cxkeura.,ORT1888-art-001864,crn,ORT1888-cand-001864,machine_derived,false
ORT1888-art-001865-s1,Teaxe. Neti.,ORT1888-art-001865,crn,ORT1888-cand-001865,machine_derived,false
ORT1888-art-001866-s1,IV^xat.,ORT1888-art-001866,crn,ORT1888-cand-001866,machine_derived,false
ORT1888-art-001867-s1,"Yhpoa. Neti,",ORT1888-art-001867,crn,ORT1888-cand-001867,machine_derived,false
ORT1888-art-001868-s1,Busca rayar.,ORT1888-art-001868,crn,ORT1888-cand-001868,machine_derived,false
ORT1888-art-001869-s1,Tarróhua . Ne,ORT1888-art-001869,crn,ORT1888-cand-001869,machine_derived,false
ORT1888-art-001870-s1,Tarcahueat.,ORT1888-art-001870,crn,ORT1888-cand-001870,machine_derived,false
ORT1888-art-001871-s1,Nana. Neananá.,ORT1888-art-001871,crn,ORT1888-cand-001871,machine_derived,false
ORT1888-art-001872-s1,.Busca parecerse.,ORT1888-art-001872,crn,ORT1888-cand-001872,machine_derived,false
ORT1888-art-001873-s1,Bibpua. Neti.,ORT1888-art-001873,crn,ORT1888-cand-001873,machine_derived,false
ORT1888-art-001874-s1,Uné. Neti.,ORT1888-art-001874,crn,ORT1888-cand-001874,machine_derived,false
ORT1888-art-001875-s1,Puatatá Neti.,ORT1888-art-001875,crn,ORT1888-cand-001875,machine_derived,false
ORT1888-art-001876-s1,xHahcuare. Neti,ORT1888-art-001876,crn,ORT1888-cand-001876,machine_derived,false
ORT1888-art-001877-s1,Busca Regañar.,ORT1888-art-001877,crn,ORT1888-cand-001877,machine_derived,false
ORT1888-art-001878-s1,Huatzane. Neti,ORT1888-art-001878,crn,ORT1888-cand-001878,machine_derived,false
ORT1888-art-001879-s1,Atañüre. Ne.,ORT1888-art-001879,crn,ORT1888-cand-001879,machine_derived,false
ORT1888-art-001880-s1,Busca.,ORT1888-art-001880,crn,ORT1888-cand-001880,machine_derived,false
ORT1888-art-001881-s1,Antiputzi. Neti,ORT1888-art-001881,crn,ORT1888-cand-001881,machine_derived,false
ORT1888-art-001882-s1,Tiyéye. Nehyéye.,ORT1888-art-001882,crn,ORT1888-cand-001882,machine_derived,false
ORT1888-art-001883-s1,Yzuméti.,ORT1888-art-001883,crn,ORT1888-cand-001883,machine_derived,false
ORT1888-art-001884-s1,Eá. Neti.,ORT1888-art-001884,crn,ORT1888-cand-001884,machine_derived,false
ORT1888-art-001885-s1,Eát.,ORT1888-art-001885,crn,ORT1888-cand-001885,machine_derived,false
ORT1888-art-001886-s1,Hna/>. Nenó. Ache. N.,ORT1888-art-001886,crn,ORT1888-cand-001886,machine_derived,false
ORT1888-art-001887-s1,"Mea mué. Teatamue, es })rimera persona,",ORT1888-art-001887,crn,ORT1888-cand-001887,machine_derived,false
ORT1888-art-001888-s1,Bevite Nete.,ORT1888-art-001888,crn,ORT1888-cand-001888,machine_derived,false
ORT1888-art-001889-s1,NHuataó.,ORT1888-art-001889,crn,ORT1888-cand-001889,machine_derived,false
ORT1888-art-001890-s1,Mu ate. Neti.,ORT1888-art-001890,crn,ORT1888-cand-001890,machine_derived,false
ORT1888-art-001891-s1,Busca orilla,ORT1888-art-001891,crn,ORT1888-cand-001891,machine_derived,false
ORT1888-art-001892-s1,Aráru. Ne.,ORT1888-art-001892,crn,ORT1888-cand-001892,machine_derived,false
ORT1888-art-001893-s1,Até.,ORT1888-art-001893,crn,ORT1888-cand-001893,machine_derived,false
ORT1888-art-001894-s1,Moanimehtzé,ORT1888-art-001894,crn,ORT1888-cand-001894,machine_derived,false
ORT1888-art-001895-s1,Nanaihti.,ORT1888-art-001895,crn,ORT1888-cand-001895,machine_derived,false
ORT1888-art-001896-s1,Busca hurtar,ORT1888-art-001896,crn,ORT1888-cand-001896,machine_derived,false
ORT1888-art-001897-s1,Busca peñasco.,ORT1888-art-001897,crn,ORT1888-cand-001897,machine_derived,false
ORT1888-art-001898-s1,Huahaacareatá.,ORT1888-art-001898,crn,ORT1888-cand-001898,machine_derived,false
ORT1888-art-001899-s1,Taapútzi. Neteu.,ORT1888-art-001899,crn,ORT1888-cand-001899,machine_derived,false
ORT1888-art-001900-s1,Huátáohiri. Natanire.,ORT1888-art-001900,crn,ORT1888-cand-001900,machine_derived,false
ORT1888-art-001901-s1,N Busca adarga.,ORT1888-art-001901,crn,ORT1888-cand-001901,machine_derived,false
ORT1888-art-001902-s1,Tunúti.,ORT1888-art-001902,crn,ORT1888-cand-001902,machine_derived,false
ORT1888-art-001903-s1,-Vcubé. Neancubé.,ORT1888-art-001903,crn,ORT1888-cand-001903,machine_derived,false
ORT1888-art-001904-s1,Muucaziti.,ORT1888-art-001904,crn,ORT1888-cand-001904,machine_derived,false
ORT1888-art-001905-s1,Busca rasgar.,ORT1888-art-001905,crn,ORT1888-cand-001905,machine_derived,false
ORT1888-art-001906-s1,Moaníihua Ne.,ORT1888-art-001906,crn,ORT1888-cand-001906,machine_derived,false
ORT1888-art-001907-s1,Ateánare. N.,ORT1888-art-001907,crn,ORT1888-cand-001907,machine_derived,false
ORT1888-art-001908-s1,Yeixeréne. Ne.,ORT1888-art-001908,crn,ORT1888-cand-001908,machine_derived,false
ORT1888-art-001909-s1,Taziti.,ORT1888-art-001909,crn,ORT1888-cand-001909,machine_derived,false
ORT1888-art-001910-s1,> Busca cara.,ORT1888-art-001910,crn,ORT1888-cand-001910,machine_derived,false
ORT1888-art-001911-s1,Busca redonda cosa.,ORT1888-art-001911,crn,ORT1888-cand-001911,machine_derived,false
ORT1888-art-001912-s1,Euve. Neti. Muarere. Neti,ORT1888-art-001912,crn,ORT1888-cand-001912,machine_derived,false
